pasada,grabacion,pattern,window_id,t_start,t_end,slice_path,label_path,mask_path,n_points
15,15_9_11_A_W_resampled,15_pattern_aligned_resampled,6a,1725877865,1725881464,data\input\slices\15_9_11_A_W_resampled_6a.csv,data\input\labels\15_pattern_aligned_resampled_6a.csv,data\input\masks\15_9_11_A_W_resampled_6a.csv,3600
15,15_9_11_A_W_resampled,15_pattern_aligned_resampled,7,1725879665,1725883264,data\input\slices\15_9_11_A_W_resampled_7.csv,data\input\labels\15_pattern_aligned_resampled_7.csv,data\input\masks\15_9_11_A_W_resampled_7.csv,3600
15,15_9_11_A_W_resampled,15_pattern_aligned_resampled,8a,1725881465,1725885064,data\input\slices\15_9_11_A_W_resampled_8a.csv,data\input\labels\15_pattern_aligned_resampled_8a.csv,data\input\masks\15_9_11_A_W_resampled_8a.csv,3600
15,15_9_11_A_W_resampled,15_pattern_aligned_resampled,9,1725883265,1725886864,data\input\slices\15_9_11_A_W_resampled_9.csv,data\input\labels\15_pattern_aligned_resampled_9.csv,data\input\masks\15_9_11_A_W_resampled_9.csv,3600
15,15_9_11_A_W_resampled,15_pattern_aligned_resampled,10a,1725885065,1725888664,data\input\slices\15_9_11_A_W_resampled_10a.csv,data\input\labels\15_pattern_aligned_resampled_10a.csv,data\input\masks\15_9_11_A_W_resampled_10a.csv,3600
15,15_9_11_A_W_resampled,15_pattern_aligned_resampled,11,1725886865,1725890464,data\input\slices\15_9_11_A_W_resampled_11.csv,data\input\labels\15_pattern_aligned_resampled_11.csv,data\input\masks\15_9_11_A_W_resampled_11.csv,3600
15,15_9_11_A_W_resampled,15_pattern_aligned_resampled,12a,1725888665,1725891077,data\input\slices\15_9_11_A_W_resampled_12a.csv,data\input\labels\15_pattern_aligned_resampled_12a.csv,data\input\masks\15_9_11_A_W_resampled_12a.csv,3600
15,15_9_14_J_W_resampled,15_pattern_aligned_resampled,1,1725868865,1725872464,data\input\slices\15_9_14_J_W_resampled_1.csv,data\input\labels\15_pattern_aligned_resampled_1.csv,data\input\masks\15_9_14_J_W_resampled_1.csv,3600
15,15_9_14_J_W_resampled,15_pattern_aligned_resampled,2a,1725870665,1725874264,data\input\slices\15_9_14_J_W_resampled_2a.csv,data\input\labels\15_pattern_aligned_resampled_2a.csv,data\input\masks\15_9_14_J_W_resampled_2a.csv,3600
15,15_9_14_J_W_resampled,15_pattern_aligned_resampled,3,1725872465,1725876064,data\input\slices\15_9_14_J_W_resampled_3.csv,data\input\labels\15_pattern_aligned_resampled_3.csv,data\input\masks\15_9_14_J_W_resampled_3.csv,3600
15,15_9_14_J_W_resampled,15_pattern_aligned_resampled,4a,1725874265,1725877864,data\input\slices\15_9_14_J_W_resampled_4a.csv,data\input\labels\15_pattern_aligned_resampled_4a.csv,data\input\masks\15_9_14_J_W_resampled_4a.csv,3600
15,15_9_14_J_W_resampled,15_pattern_aligned_resampled,5,1725876065,1725879664,data\input\slices\15_9_14_J_W_resampled_5.csv,data\input\labels\15_pattern_aligned_resampled_5.csv,data\input\masks\15_9_14_J_W_resampled_5.csv,3600
15,15_9_14_J_W_resampled,15_pattern_aligned_resampled,6a,1725877865,1725881464,data\input\slices\15_9_14_J_W_resampled_6a.csv,data\input\labels\15_pattern_aligned_resampled_6a.csv,data\input\masks\15_9_14_J_W_resampled_6a.csv,3600
15,15_9_14_J_W_resampled,15_pattern_aligned_resampled,7,1725879665,1725883264,data\input\slices\15_9_14_J_W_resampled_7.csv,data\input\labels\15_pattern_aligned_resampled_7.csv,data\input\masks\15_9_14_J_W_resampled_7.csv,3600
15,15_9_14_J_W_resampled,15_pattern_aligned_resampled,8a,1725881465,1725885064,data\input\slices\15_9_14_J_W_resampled_8a.csv,data\input\labels\15_pattern_aligned_resampled_8a.csv,data\input\masks\15_9_14_J_W_resampled_8a.csv,3600
15,15_9_14_J_W_resampled,15_pattern_aligned_resampled,9,1725883265,1725886864,data\input\slices\15_9_14_J_W_resampled_9.csv,data\input\labels\15_pattern_aligned_resampled_9.csv,data\input\masks\15_9_14_J_W_resampled_9.csv,3600
15,15_9_14_J_W_resampled,15_pattern_aligned_resampled,10a,1725885065,1725888664,data\input\slices\15_9_14_J_W_resampled_10a.csv,data\input\labels\15_pattern_aligned_resampled_10a.csv,data\input\masks\15_9_14_J_W_resampled_10a.csv,3600
15,15_9_14_J_W_resampled,15_pattern_aligned_resampled,11,1725886865,1725890464,data\input\slices\15_9_14_J_W_resampled_11.csv,data\input\labels\15_pattern_aligned_resampled_11.csv,data\input\masks\15_9_14_J_W_resampled_11.csv,3600
15,15_9_14_J_W_resampled,15_pattern_aligned_resampled,12a,1725888665,1725891077,data\input\slices\15_9_14_J_W_resampled_12a.csv,data\input\labels\15_pattern_aligned_resampled_12a.csv,data\input\masks\15_9_14_J_W_resampled_12a.csv,3600
15,15_9_15_J_W_resampled,15_pattern_aligned_resampled,1,1725868865,1725872464,data\input\slices\15_9_15_J_W_resampled_1.csv,data\input\labels\15_pattern_aligned_resampled_1.csv,data\input\masks\15_9_15_J_W_resampled_1.csv,3600
15,15_9_15_J_W_resampled,15_pattern_aligned_resampled,2a,1725870665,1725874264,data\input\slices\15_9_15_J_W_resampled_2a.csv,data\input\labels\15_pattern_aligned_resampled_2a.csv,data\input\masks\15_9_15_J_W_resampled_2a.csv,3600
15,15_9_15_J_W_resampled,15_pattern_aligned_resampled,3,1725872465,1725876064,data\input\slices\15_9_15_J_W_resampled_3.csv,data\input\labels\15_pattern_aligned_resampled_3.csv,data\input\masks\15_9_15_J_W_resampled_3.csv,3600
15,15_9_15_J_W_resampled,15_pattern_aligned_resampled,4a,1725874265,1725877864,data\input\slices\15_9_15_J_W_resampled_4a.csv,data\input\labels\15_pattern_aligned_resampled_4a.csv,data\input\masks\15_9_15_J_W_resampled_4a.csv,3600
15,15_9_15_J_W_resampled,15_pattern_aligned_resampled,5,1725876065,1725879664,data\input\slices\15_9_15_J_W_resampled_5.csv,data\input\labels\15_pattern_aligned_resampled_5.csv,data\input\masks\15_9_15_J_W_resampled_5.csv,3600
15,15_9_15_J_W_resampled,15_pattern_aligned_resampled,6a,1725877865,1725881464,data\input\slices\15_9_15_J_W_resampled_6a.csv,data\input\labels\15_pattern_aligned_resampled_6a.csv,data\input\masks\15_9_15_J_W_resampled_6a.csv,3600
15,15_9_15_J_W_resampled,15_pattern_aligned_resampled,7,1725879665,1725883264,data\input\slices\15_9_15_J_W_resampled_7.csv,data\input\labels\15_pattern_aligned_resampled_7.csv,data\input\masks\15_9_15_J_W_resampled_7.csv,3600
15,15_9_15_J_W_resampled,15_pattern_aligned_resampled,8a,1725881465,1725885064,data\input\slices\15_9_15_J_W_resampled_8a.csv,data\input\labels\15_pattern_aligned_resampled_8a.csv,data\input\masks\15_9_15_J_W_resampled_8a.csv,3600
15,15_9_15_J_W_resampled,15_pattern_aligned_resampled,9,1725883265,1725886864,data\input\slices\15_9_15_J_W_resampled_9.csv,data\input\labels\15_pattern_aligned_resampled_9.csv,data\input\masks\15_9_15_J_W_resampled_9.csv,3600
15,15_9_15_J_W_resampled,15_pattern_aligned_resampled,10a,1725885065,1725888664,data\input\slices\15_9_15_J_W_resampled_10a.csv,data\input\labels\15_pattern_aligned_resampled_10a.csv,data\input\masks\15_9_15_J_W_resampled_10a.csv,3600
15,15_9_15_J_W_resampled,15_pattern_aligned_resampled,11,1725886865,1725890464,data\input\slices\15_9_15_J_W_resampled_11.csv,data\input\labels\15_pattern_aligned_resampled_11.csv,data\input\masks\15_9_15_J_W_resampled_11.csv,3600
15,15_9_15_J_W_resampled,15_pattern_aligned_resampled,12a,1725888665,1725891077,data\input\slices\15_9_15_J_W_resampled_12a.csv,data\input\labels\15_pattern_aligned_resampled_12a.csv,data\input\masks\15_9_15_J_W_resampled_12a.csv,3600
15,15_9_16_M_W_resampled,15_pattern_aligned_resampled,1,1725868865,1725872464,data\input\slices\15_9_16_M_W_resampled_1.csv,data\input\labels\15_pattern_aligned_resampled_1.csv,data\input\masks\15_9_16_M_W_resampled_1.csv,3600
15,15_9_16_M_W_resampled,15_pattern_aligned_resampled,2a,1725870665,1725874264,data\input\slices\15_9_16_M_W_resampled_2a.csv,data\input\labels\15_pattern_aligned_resampled_2a.csv,data\input\masks\15_9_16_M_W_resampled_2a.csv,3600
15,15_9_16_M_W_resampled,15_pattern_aligned_resampled,3,1725872465,1725876064,data\input\slices\15_9_16_M_W_resampled_3.csv,data\input\labels\15_pattern_aligned_resampled_3.csv,data\input\masks\15_9_16_M_W_resampled_3.csv,3600
15,15_9_16_M_W_resampled,15_pattern_aligned_resampled,4a,1725874265,1725877864,data\input\slices\15_9_16_M_W_resampled_4a.csv,data\input\labels\15_pattern_aligned_resampled_4a.csv,data\input\masks\15_9_16_M_W_resampled_4a.csv,3600
15,15_9_16_M_W_resampled,15_pattern_aligned_resampled,5,1725876065,1725879664,data\input\slices\15_9_16_M_W_resampled_5.csv,data\input\labels\15_pattern_aligned_resampled_5.csv,data\input\masks\15_9_16_M_W_resampled_5.csv,3600
15,15_9_16_M_W_resampled,15_pattern_aligned_resampled,6a,1725877865,1725881464,data\input\slices\15_9_16_M_W_resampled_6a.csv,data\input\labels\15_pattern_aligned_resampled_6a.csv,data\input\masks\15_9_16_M_W_resampled_6a.csv,3600
15,15_9_16_M_W_resampled,15_pattern_aligned_resampled,7,1725879665,1725883264,data\input\slices\15_9_16_M_W_resampled_7.csv,data\input\labels\15_pattern_aligned_resampled_7.csv,data\input\masks\15_9_16_M_W_resampled_7.csv,3600
15,15_9_16_M_W_resampled,15_pattern_aligned_resampled,8a,1725881465,1725885064,data\input\slices\15_9_16_M_W_resampled_8a.csv,data\input\labels\15_pattern_aligned_resampled_8a.csv,data\input\masks\15_9_16_M_W_resampled_8a.csv,3600
15,15_9_16_M_W_resampled,15_pattern_aligned_resampled,9,1725883265,1725886864,data\input\slices\15_9_16_M_W_resampled_9.csv,data\input\labels\15_pattern_aligned_resampled_9.csv,data\input\masks\15_9_16_M_W_resampled_9.csv,3600
15,15_9_16_M_W_resampled,15_pattern_aligned_resampled,10a,1725885065,1725888664,data\input\slices\15_9_16_M_W_resampled_10a.csv,data\input\labels\15_pattern_aligned_resampled_10a.csv,data\input\masks\15_9_16_M_W_resampled_10a.csv,3600
15,15_9_16_M_W_resampled,15_pattern_aligned_resampled,11,1725886865,1725890464,data\input\slices\15_9_16_M_W_resampled_11.csv,data\input\labels\15_pattern_aligned_resampled_11.csv,data\input\masks\15_9_16_M_W_resampled_11.csv,3600
15,15_9_16_M_W_resampled,15_pattern_aligned_resampled,12a,1725888665,1725891077,data\input\slices\15_9_16_M_W_resampled_12a.csv,data\input\labels\15_pattern_aligned_resampled_12a.csv,data\input\masks\15_9_16_M_W_resampled_12a.csv,3600
15,15_9_1_A_W_resampled,15_pattern_aligned_resampled,1,1725868865,1725872464,data\input\slices\15_9_1_A_W_resampled_1.csv,data\input\labels\15_pattern_aligned_resampled_1.csv,data\input\masks\15_9_1_A_W_resampled_1.csv,3600
15,15_9_1_A_W_resampled,15_pattern_aligned_resampled,2a,1725870665,1725874264,data\input\slices\15_9_1_A_W_resampled_2a.csv,data\input\labels\15_pattern_aligned_resampled_2a.csv,data\input\masks\15_9_1_A_W_resampled_2a.csv,3600
15,15_9_1_A_W_resampled,15_pattern_aligned_resampled,3,1725872465,1725876064,data\input\slices\15_9_1_A_W_resampled_3.csv,data\input\labels\15_pattern_aligned_resampled_3.csv,data\input\masks\15_9_1_A_W_resampled_3.csv,3600
15,15_9_1_A_W_resampled,15_pattern_aligned_resampled,4a,1725874265,1725877864,data\input\slices\15_9_1_A_W_resampled_4a.csv,data\input\labels\15_pattern_aligned_resampled_4a.csv,data\input\masks\15_9_1_A_W_resampled_4a.csv,3600
15,15_9_1_A_W_resampled,15_pattern_aligned_resampled,5,1725876065,1725879664,data\input\slices\15_9_1_A_W_resampled_5.csv,data\input\labels\15_pattern_aligned_resampled_5.csv,data\input\masks\15_9_1_A_W_resampled_5.csv,3600
15,15_9_1_A_W_resampled,15_pattern_aligned_resampled,6a,1725877865,1725881464,data\input\slices\15_9_1_A_W_resampled_6a.csv,data\input\labels\15_pattern_aligned_resampled_6a.csv,data\input\masks\15_9_1_A_W_resampled_6a.csv,3600
15,15_9_1_A_W_resampled,15_pattern_aligned_resampled,7,1725879665,1725883264,data\input\slices\15_9_1_A_W_resampled_7.csv,data\input\labels\15_pattern_aligned_resampled_7.csv,data\input\masks\15_9_1_A_W_resampled_7.csv,3600
15,15_9_1_A_W_resampled,15_pattern_aligned_resampled,8a,1725881465,1725885064,data\input\slices\15_9_1_A_W_resampled_8a.csv,data\input\labels\15_pattern_aligned_resampled_8a.csv,data\input\masks\15_9_1_A_W_resampled_8a.csv,3600
15,15_9_1_A_W_resampled,15_pattern_aligned_resampled,9,1725883265,1725886864,data\input\slices\15_9_1_A_W_resampled_9.csv,data\input\labels\15_pattern_aligned_resampled_9.csv,data\input\masks\15_9_1_A_W_resampled_9.csv,3600
15,15_9_1_A_W_resampled,15_pattern_aligned_resampled,10a,1725885065,1725888664,data\input\slices\15_9_1_A_W_resampled_10a.csv,data\input\labels\15_pattern_aligned_resampled_10a.csv,data\input\masks\15_9_1_A_W_resampled_10a.csv,3600
15,15_9_1_A_W_resampled,15_pattern_aligned_resampled,11,1725886865,1725890464,data\input\slices\15_9_1_A_W_resampled_11.csv,data\input\labels\15_pattern_aligned_resampled_11.csv,data\input\masks\15_9_1_A_W_resampled_11.csv,3600
15,15_9_1_A_W_resampled,15_pattern_aligned_resampled,12a,1725888665,1725891077,data\input\slices\15_9_1_A_W_resampled_12a.csv,data\input\labels\15_pattern_aligned_resampled_12a.csv,data\input\masks\15_9_1_A_W_resampled_12a.csv,3600
15,15_9_3_A_W_resampled,15_pattern_aligned_resampled,1,1725868873,1725872472,data\input\slices\15_9_3_A_W_resampled_1.csv,data\input\labels\15_pattern_aligned_resampled_1.csv,data\input\masks\15_9_3_A_W_resampled_1.csv,3600
15,15_9_3_A_W_resampled,15_pattern_aligned_resampled,2a,1725870673,1725874272,data\input\slices\15_9_3_A_W_resampled_2a.csv,data\input\labels\15_pattern_aligned_resampled_2a.csv,data\input\masks\15_9_3_A_W_resampled_2a.csv,3600
15,15_9_3_A_W_resampled,15_pattern_aligned_resampled,3,1725872473,1725876072,data\input\slices\15_9_3_A_W_resampled_3.csv,data\input\labels\15_pattern_aligned_resampled_3.csv,data\input\masks\15_9_3_A_W_resampled_3.csv,3600
15,15_9_3_A_W_resampled,15_pattern_aligned_resampled,4a,1725874273,1725877872,data\input\slices\15_9_3_A_W_resampled_4a.csv,data\input\labels\15_pattern_aligned_resampled_4a.csv,data\input\masks\15_9_3_A_W_resampled_4a.csv,3600
15,15_9_3_A_W_resampled,15_pattern_aligned_resampled,5,1725876073,1725879672,data\input\slices\15_9_3_A_W_resampled_5.csv,data\input\labels\15_pattern_aligned_resampled_5.csv,data\input\masks\15_9_3_A_W_resampled_5.csv,3600
15,15_9_3_A_W_resampled,15_pattern_aligned_resampled,6a,1725877873,1725881472,data\input\slices\15_9_3_A_W_resampled_6a.csv,data\input\labels\15_pattern_aligned_resampled_6a.csv,data\input\masks\15_9_3_A_W_resampled_6a.csv,3600
15,15_9_3_A_W_resampled,15_pattern_aligned_resampled,7,1725879673,1725883272,data\input\slices\15_9_3_A_W_resampled_7.csv,data\input\labels\15_pattern_aligned_resampled_7.csv,data\input\masks\15_9_3_A_W_resampled_7.csv,3600
15,15_9_3_A_W_resampled,15_pattern_aligned_resampled,8a,1725881473,1725885072,data\input\slices\15_9_3_A_W_resampled_8a.csv,data\input\labels\15_pattern_aligned_resampled_8a.csv,data\input\masks\15_9_3_A_W_resampled_8a.csv,3600
15,15_9_3_A_W_resampled,15_pattern_aligned_resampled,9,1725883273,1725886872,data\input\slices\15_9_3_A_W_resampled_9.csv,data\input\labels\15_pattern_aligned_resampled_9.csv,data\input\masks\15_9_3_A_W_resampled_9.csv,3600
15,15_9_3_A_W_resampled,15_pattern_aligned_resampled,10a,1725885073,1725888672,data\input\slices\15_9_3_A_W_resampled_10a.csv,data\input\labels\15_pattern_aligned_resampled_10a.csv,data\input\masks\15_9_3_A_W_resampled_10a.csv,3600
15,15_9_3_A_W_resampled,15_pattern_aligned_resampled,11,1725886873,1725890472,data\input\slices\15_9_3_A_W_resampled_11.csv,data\input\labels\15_pattern_aligned_resampled_11.csv,data\input\masks\15_9_3_A_W_resampled_11.csv,3600
15,15_9_3_A_W_resampled,15_pattern_aligned_resampled,12a,1725888673,1725891077,data\input\slices\15_9_3_A_W_resampled_12a.csv,data\input\labels\15_pattern_aligned_resampled_12a.csv,data\input\masks\15_9_3_A_W_resampled_12a.csv,3600
15,15_9_7_F_W_resampled,15_pattern_aligned_resampled,1,1725868865,1725872464,data\input\slices\15_9_7_F_W_resampled_1.csv,data\input\labels\15_pattern_aligned_resampled_1.csv,data\input\masks\15_9_7_F_W_resampled_1.csv,3600
15,15_9_7_F_W_resampled,15_pattern_aligned_resampled,2a,1725870665,1725874264,data\input\slices\15_9_7_F_W_resampled_2a.csv,data\input\labels\15_pattern_aligned_resampled_2a.csv,data\input\masks\15_9_7_F_W_resampled_2a.csv,3600
15,15_9_7_F_W_resampled,15_pattern_aligned_resampled,3,1725872465,1725876064,data\input\slices\15_9_7_F_W_resampled_3.csv,data\input\labels\15_pattern_aligned_resampled_3.csv,data\input\masks\15_9_7_F_W_resampled_3.csv,3600
15,15_9_7_F_W_resampled,15_pattern_aligned_resampled,4a,1725874265,1725877864,data\input\slices\15_9_7_F_W_resampled_4a.csv,data\input\labels\15_pattern_aligned_resampled_4a.csv,data\input\masks\15_9_7_F_W_resampled_4a.csv,3600
15,15_9_7_F_W_resampled,15_pattern_aligned_resampled,5,1725876065,1725879664,data\input\slices\15_9_7_F_W_resampled_5.csv,data\input\labels\15_pattern_aligned_resampled_5.csv,data\input\masks\15_9_7_F_W_resampled_5.csv,3600
15,15_9_7_F_W_resampled,15_pattern_aligned_resampled,6a,1725877865,1725881464,data\input\slices\15_9_7_F_W_resampled_6a.csv,data\input\labels\15_pattern_aligned_resampled_6a.csv,data\input\masks\15_9_7_F_W_resampled_6a.csv,3600
15,15_9_7_F_W_resampled,15_pattern_aligned_resampled,7,1725879665,1725883264,data\input\slices\15_9_7_F_W_resampled_7.csv,data\input\labels\15_pattern_aligned_resampled_7.csv,data\input\masks\15_9_7_F_W_resampled_7.csv,3600
15,15_9_7_F_W_resampled,15_pattern_aligned_resampled,8a,1725881465,1725885064,data\input\slices\15_9_7_F_W_resampled_8a.csv,data\input\labels\15_pattern_aligned_resampled_8a.csv,data\input\masks\15_9_7_F_W_resampled_8a.csv,3600
15,15_9_7_F_W_resampled,15_pattern_aligned_resampled,9,1725883265,1725886864,data\input\slices\15_9_7_F_W_resampled_9.csv,data\input\labels\15_pattern_aligned_resampled_9.csv,data\input\masks\15_9_7_F_W_resampled_9.csv,3600
15,15_9_7_F_W_resampled,15_pattern_aligned_resampled,10a,1725885065,1725888664,data\input\slices\15_9_7_F_W_resampled_10a.csv,data\input\labels\15_pattern_aligned_resampled_10a.csv,data\input\masks\15_9_7_F_W_resampled_10a.csv,3600
15,15_9_7_F_W_resampled,15_pattern_aligned_resampled,11,1725886865,1725890464,data\input\slices\15_9_7_F_W_resampled_11.csv,data\input\labels\15_pattern_aligned_resampled_11.csv,data\input\masks\15_9_7_F_W_resampled_11.csv,3600
15,15_9_7_F_W_resampled,15_pattern_aligned_resampled,12a,1725888665,1725891077,data\input\slices\15_9_7_F_W_resampled_12a.csv,data\input\labels\15_pattern_aligned_resampled_12a.csv,data\input\masks\15_9_7_F_W_resampled_12a.csv,3600
15,15_9_8_A_W_resampled,15_pattern_aligned_resampled,1,1725868868,1725872467,data\input\slices\15_9_8_A_W_resampled_1.csv,data\input\labels\15_pattern_aligned_resampled_1.csv,data\input\masks\15_9_8_A_W_resampled_1.csv,3600
15,15_9_8_A_W_resampled,15_pattern_aligned_resampled,2a,1725870668,1725874267,data\input\slices\15_9_8_A_W_resampled_2a.csv,data\input\labels\15_pattern_aligned_resampled_2a.csv,data\input\masks\15_9_8_A_W_resampled_2a.csv,3600
15,15_9_8_A_W_resampled,15_pattern_aligned_resampled,3,1725872468,1725876067,data\input\slices\15_9_8_A_W_resampled_3.csv,data\input\labels\15_pattern_aligned_resampled_3.csv,data\input\masks\15_9_8_A_W_resampled_3.csv,3600
15,15_9_8_A_W_resampled,15_pattern_aligned_resampled,4a,1725874268,1725877867,data\input\slices\15_9_8_A_W_resampled_4a.csv,data\input\labels\15_pattern_aligned_resampled_4a.csv,data\input\masks\15_9_8_A_W_resampled_4a.csv,3600
15,15_9_8_A_W_resampled,15_pattern_aligned_resampled,5,1725876068,1725879667,data\input\slices\15_9_8_A_W_resampled_5.csv,data\input\labels\15_pattern_aligned_resampled_5.csv,data\input\masks\15_9_8_A_W_resampled_5.csv,3600
15,15_9_8_A_W_resampled,15_pattern_aligned_resampled,6a,1725877868,1725881467,data\input\slices\15_9_8_A_W_resampled_6a.csv,data\input\labels\15_pattern_aligned_resampled_6a.csv,data\input\masks\15_9_8_A_W_resampled_6a.csv,3600
15,15_9_8_A_W_resampled,15_pattern_aligned_resampled,7,1725879668,1725883267,data\input\slices\15_9_8_A_W_resampled_7.csv,data\input\labels\15_pattern_aligned_resampled_7.csv,data\input\masks\15_9_8_A_W_resampled_7.csv,3600
15,15_9_8_A_W_resampled,15_pattern_aligned_resampled,8a,1725881468,1725885067,data\input\slices\15_9_8_A_W_resampled_8a.csv,data\input\labels\15_pattern_aligned_resampled_8a.csv,data\input\masks\15_9_8_A_W_resampled_8a.csv,3600
15,15_9_8_A_W_resampled,15_pattern_aligned_resampled,9,1725883268,1725886867,data\input\slices\15_9_8_A_W_resampled_9.csv,data\input\labels\15_pattern_aligned_resampled_9.csv,data\input\masks\15_9_8_A_W_resampled_9.csv,3600
15,15_9_8_A_W_resampled,15_pattern_aligned_resampled,10a,1725885068,1725888667,data\input\slices\15_9_8_A_W_resampled_10a.csv,data\input\labels\15_pattern_aligned_resampled_10a.csv,data\input\masks\15_9_8_A_W_resampled_10a.csv,3600
15,15_9_8_A_W_resampled,15_pattern_aligned_resampled,11,1725886868,1725890467,data\input\slices\15_9_8_A_W_resampled_11.csv,data\input\labels\15_pattern_aligned_resampled_11.csv,data\input\masks\15_9_8_A_W_resampled_11.csv,3600
15,15_9_8_A_W_resampled,15_pattern_aligned_resampled,12a,1725888668,1725891077,data\input\slices\15_9_8_A_W_resampled_12a.csv,data\input\labels\15_pattern_aligned_resampled_12a.csv,data\input\masks\15_9_8_A_W_resampled_12a.csv,3600
15,15_9_9_H_W_resampled,15_pattern_aligned_resampled,1,1725868867,1725872466,data\input\slices\15_9_9_H_W_resampled_1.csv,data\input\labels\15_pattern_aligned_resampled_1.csv,data\input\masks\15_9_9_H_W_resampled_1.csv,3600
15,15_9_9_H_W_resampled,15_pattern_aligned_resampled,2a,1725870667,1725874266,data\input\slices\15_9_9_H_W_resampled_2a.csv,data\input\labels\15_pattern_aligned_resampled_2a.csv,data\input\masks\15_9_9_H_W_resampled_2a.csv,3600
15,15_9_9_H_W_resampled,15_pattern_aligned_resampled,3,1725872467,1725876066,data\input\slices\15_9_9_H_W_resampled_3.csv,data\input\labels\15_pattern_aligned_resampled_3.csv,data\input\masks\15_9_9_H_W_resampled_3.csv,3600
15,15_9_9_H_W_resampled,15_pattern_aligned_resampled,4a,1725874267,1725877866,data\input\slices\15_9_9_H_W_resampled_4a.csv,data\input\labels\15_pattern_aligned_resampled_4a.csv,data\input\masks\15_9_9_H_W_resampled_4a.csv,3600
15,15_9_9_H_W_resampled,15_pattern_aligned_resampled,5,1725876067,1725879666,data\input\slices\15_9_9_H_W_resampled_5.csv,data\input\labels\15_pattern_aligned_resampled_5.csv,data\input\masks\15_9_9_H_W_resampled_5.csv,3600
15,15_9_9_H_W_resampled,15_pattern_aligned_resampled,6a,1725877867,1725881466,data\input\slices\15_9_9_H_W_resampled_6a.csv,data\input\labels\15_pattern_aligned_resampled_6a.csv,data\input\masks\15_9_9_H_W_resampled_6a.csv,3600
15,15_9_9_H_W_resampled,15_pattern_aligned_resampled,7,1725879667,1725883266,data\input\slices\15_9_9_H_W_resampled_7.csv,data\input\labels\15_pattern_aligned_resampled_7.csv,data\input\masks\15_9_9_H_W_resampled_7.csv,3600
15,15_9_9_H_W_resampled,15_pattern_aligned_resampled,8a,1725881467,1725885066,data\input\slices\15_9_9_H_W_resampled_8a.csv,data\input\labels\15_pattern_aligned_resampled_8a.csv,data\input\masks\15_9_9_H_W_resampled_8a.csv,3600
15,15_9_9_H_W_resampled,15_pattern_aligned_resampled,9,1725883267,1725886866,data\input\slices\15_9_9_H_W_resampled_9.csv,data\input\labels\15_pattern_aligned_resampled_9.csv,data\input\masks\15_9_9_H_W_resampled_9.csv,3600
15,15_9_9_H_W_resampled,15_pattern_aligned_resampled,10a,1725885067,1725888666,data\input\slices\15_9_9_H_W_resampled_10a.csv,data\input\labels\15_pattern_aligned_resampled_10a.csv,data\input\masks\15_9_9_H_W_resampled_10a.csv,3600
15,15_9_9_H_W_resampled,15_pattern_aligned_resampled,11,1725886867,1725890466,data\input\slices\15_9_9_H_W_resampled_11.csv,data\input\labels\15_pattern_aligned_resampled_11.csv,data\input\masks\15_9_9_H_W_resampled_11.csv,3600
15,15_9_9_H_W_resampled,15_pattern_aligned_resampled,12a,1725888667,1725891077,data\input\slices\15_9_9_H_W_resampled_12a.csv,data\input\labels\15_pattern_aligned_resampled_12a.csv,data\input\masks\15_9_9_H_W_resampled_12a.csv,3600
15a,15a_9a_2_A_W_resampled,15a_pattern_aligned_resampled,1,1725869011,1725872610,data\input\slices\15a_9a_2_A_W_resampled_1.csv,data\input\labels\15a_pattern_aligned_resampled_1.csv,data\input\masks\15a_9a_2_A_W_resampled_1.csv,3600
15a,15a_9a_2_A_W_resampled,15a_pattern_aligned_resampled,2a,1725870811,1725874410,data\input\slices\15a_9a_2_A_W_resampled_2a.csv,data\input\labels\15a_pattern_aligned_resampled_2a.csv,data\input\masks\15a_9a_2_A_W_resampled_2a.csv,3600
15a,15a_9a_2_A_W_resampled,15a_pattern_aligned_resampled,3,1725872611,1725876210,data\input\slices\15a_9a_2_A_W_resampled_3.csv,data\input\labels\15a_pattern_aligned_resampled_3.csv,data\input\masks\15a_9a_2_A_W_resampled_3.csv,3600
15a,15a_9a_2_A_W_resampled,15a_pattern_aligned_resampled,4a,1725874411,1725878010,data\input\slices\15a_9a_2_A_W_resampled_4a.csv,data\input\labels\15a_pattern_aligned_resampled_4a.csv,data\input\masks\15a_9a_2_A_W_resampled_4a.csv,3600
15a,15a_9a_2_A_W_resampled,15a_pattern_aligned_resampled,5,1725876211,1725879810,data\input\slices\15a_9a_2_A_W_resampled_5.csv,data\input\labels\15a_pattern_aligned_resampled_5.csv,data\input\masks\15a_9a_2_A_W_resampled_5.csv,3600
15a,15a_9a_2_A_W_resampled,15a_pattern_aligned_resampled,6a,1725878011,1725881610,data\input\slices\15a_9a_2_A_W_resampled_6a.csv,data\input\labels\15a_pattern_aligned_resampled_6a.csv,data\input\masks\15a_9a_2_A_W_resampled_6a.csv,3600
15a,15a_9a_2_A_W_resampled,15a_pattern_aligned_resampled,7,1725879811,1725883410,data\input\slices\15a_9a_2_A_W_resampled_7.csv,data\input\labels\15a_pattern_aligned_resampled_7.csv,data\input\masks\15a_9a_2_A_W_resampled_7.csv,3600
15a,15a_9a_2_A_W_resampled,15a_pattern_aligned_resampled,8a,1725881611,1725885210,data\input\slices\15a_9a_2_A_W_resampled_8a.csv,data\input\labels\15a_pattern_aligned_resampled_8a.csv,data\input\masks\15a_9a_2_A_W_resampled_8a.csv,3600
