pasada,modalidad,set,grabacion,pattern,window_id,t_start,t_end,slice_path,label_path,mask_path,n_points
16,bici,train,16_10_3_A_B_resampled,16_aligned_pattern_resampled,1,1727109584,1727113183,data/input\train\slices\16_10_3_A_B_resampled_1.csv,data/input\train\labels\16_aligned_pattern_resampled_1.csv,data/input\train\masks\16_10_3_A_B_resampled_1.csv,3600
16,bici,train,16_10_3_A_B_resampled,16_aligned_pattern_resampled,2a,1727111384,1727114566,data/input\train\slices\16_10_3_A_B_resampled_2a.csv,data/input\train\labels\16_aligned_pattern_resampled_2a.csv,data/input\train\masks\16_10_3_A_B_resampled_2a.csv,3600
16,bici,train,16_10_4_A_B_resampled,16_aligned_pattern_resampled,1,1727109576,1727113175,data/input\train\slices\16_10_4_A_B_resampled_1.csv,data/input\train\labels\16_aligned_pattern_resampled_1.csv,data/input\train\masks\16_10_4_A_B_resampled_1.csv,3600
16,bici,train,16_10_4_A_B_resampled,16_aligned_pattern_resampled,2a,1727111376,1727114540,data/input\train\slices\16_10_4_A_B_resampled_2a.csv,data/input\train\labels\16_aligned_pattern_resampled_2a.csv,data/input\train\masks\16_10_4_A_B_resampled_2a.csv,3600
16,bici,train,16_10_5_A_B_resampled,16_aligned_pattern_resampled,1,1727109589,1727113188,data/input\train\slices\16_10_5_A_B_resampled_1.csv,data/input\train\labels\16_aligned_pattern_resampled_1.csv,data/input\train\masks\16_10_5_A_B_resampled_1.csv,3600
16,bici,train,16_10_5_A_B_resampled,16_aligned_pattern_resampled,2a,1727111389,1727114539,data/input\train\slices\16_10_5_A_B_resampled_2a.csv,data/input\train\labels\16_aligned_pattern_resampled_2a.csv,data/input\train\masks\16_10_5_A_B_resampled_2a.csv,3600
16,bici,train,16_10_7_F_B_resampled,16_aligned_pattern_resampled,1,1727109589,1727113188,data/input\train\slices\16_10_7_F_B_resampled_1.csv,data/input\train\labels\16_aligned_pattern_resampled_1.csv,data/input\train\masks\16_10_7_F_B_resampled_1.csv,3600
16,bici,train,16_10_7_F_B_resampled,16_aligned_pattern_resampled,2a,1727111389,1727114560,data/input\train\slices\16_10_7_F_B_resampled_2a.csv,data/input\train\labels\16_aligned_pattern_resampled_2a.csv,data/input\train\masks\16_10_7_F_B_resampled_2a.csv,3600
16,bici,train,16_10_8_A_B_resampled,16_aligned_pattern_resampled,1,1727109576,1727113175,data/input\train\slices\16_10_8_A_B_resampled_1.csv,data/input\train\labels\16_aligned_pattern_resampled_1.csv,data/input\train\masks\16_10_8_A_B_resampled_1.csv,3600
16,bici,train,16_10_8_A_B_resampled,16_aligned_pattern_resampled,2a,1727111376,1727114523,data/input\train\slices\16_10_8_A_B_resampled_2a.csv,data/input\train\labels\16_aligned_pattern_resampled_2a.csv,data/input\train\masks\16_10_8_A_B_resampled_2a.csv,3600
16,bici,train,16_10_9_H_B_resampled,16_aligned_pattern_resampled,1,1727109576,1727113175,data/input\train\slices\16_10_9_H_B_resampled_1.csv,data/input\train\labels\16_aligned_pattern_resampled_1.csv,data/input\train\masks\16_10_9_H_B_resampled_1.csv,3600
16,bici,train,16_10_9_H_B_resampled,16_aligned_pattern_resampled,2a,1727111376,1727114535,data/input\train\slices\16_10_9_H_B_resampled_2a.csv,data/input\train\labels\16_aligned_pattern_resampled_2a.csv,data/input\train\masks\16_10_9_H_B_resampled_2a.csv,3600
2,caminar,train,2_2_10_H_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698123,data/input\train\slices\2_2_10_H_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_10_H_W_resampled_1.csv,3600
2,caminar,train,2_2_11_E_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698123,data/input\train\slices\2_2_11_E_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_11_E_W_resampled_1.csv,3600
2,caminar,train,2_2_12_I_W_resampled,2_aligned_pattern_resampled,1,1724694870,1724697972,data/input\train\slices\2_2_12_I_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_12_I_W_resampled_1.csv,3600
2,caminar,train,2_2_13_J_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698114,data/input\train\slices\2_2_13_J_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_13_J_W_resampled_1.csv,3600
2,caminar,train,2_2_14_J_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698085,data/input\train\slices\2_2_14_J_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_14_J_W_resampled_1.csv,3600
2,caminar,train,2_2_15_J_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698123,data/input\train\slices\2_2_15_J_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_15_J_W_resampled_1.csv,3600
2,caminar,train,2_2_16_M_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698123,data/input\train\slices\2_2_16_M_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_16_M_W_resampled_1.csv,3600
2,caminar,train,2_2_1_Q_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698123,data/input\train\slices\2_2_1_Q_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_1_Q_W_resampled_1.csv,3600
2,caminar,train,2_2_2_A_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698123,data/input\train\slices\2_2_2_A_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_2_A_W_resampled_1.csv,3600
2,caminar,train,2_2_3_A_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698123,data/input\train\slices\2_2_3_A_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_3_A_W_resampled_1.csv,3600
2,caminar,train,2_2_4_K_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698123,data/input\train\slices\2_2_4_K_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_4_K_W_resampled_1.csv,3600
2,caminar,train,2_2_5_L_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698123,data/input\train\slices\2_2_5_L_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_5_L_W_resampled_1.csv,3600
2,caminar,train,2_2_6_E_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698123,data/input\train\slices\2_2_6_E_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_6_E_W_resampled_1.csv,3600
2,caminar,train,2_2_7_F_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698123,data/input\train\slices\2_2_7_F_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_7_F_W_resampled_1.csv,3600
2,caminar,train,2_2_8_A_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698123,data/input\train\slices\2_2_8_A_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_8_A_W_resampled_1.csv,3600
2,caminar,train,2_2_9_H_W_resampled,2_aligned_pattern_resampled,1,1724694865,1724698123,data/input\train\slices\2_2_9_H_W_resampled_1.csv,data/input\train\labels\2_aligned_pattern_resampled_1.csv,data/input\train\masks\2_2_9_H_W_resampled_1.csv,3600
3,caminar,train,3_2_10_H_W_resampled,3_aligned_pattern_resampled,1,1724758107,1724761171,data/input\train\slices\3_2_10_H_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_10_H_W_resampled_1.csv,3600
3,caminar,train,3_2_11_E_W_resampled,3_aligned_pattern_resampled,1,1724758107,1724761171,data/input\train\slices\3_2_11_E_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_11_E_W_resampled_1.csv,3600
3,caminar,train,3_2_12_I_W_resampled,3_aligned_pattern_resampled,1,1724758150,1724761118,data/input\train\slices\3_2_12_I_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_12_I_W_resampled_1.csv,3600
3,caminar,train,3_2_14_J_W_resampled,3_aligned_pattern_resampled,1,1724758107,1724761117,data/input\train\slices\3_2_14_J_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_14_J_W_resampled_1.csv,3600
3,caminar,train,3_2_15_J_W_resampled,3_aligned_pattern_resampled,1,1724758107,1724761159,data/input\train\slices\3_2_15_J_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_15_J_W_resampled_1.csv,3600
3,caminar,train,3_2_16_M_W_resampled,3_aligned_pattern_resampled,1,1724758107,1724761127,data/input\train\slices\3_2_16_M_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_16_M_W_resampled_1.csv,3600
3,caminar,train,3_2_1_Q_W_resampled,3_aligned_pattern_resampled,1,1724758107,1724761171,data/input\train\slices\3_2_1_Q_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_1_Q_W_resampled_1.csv,3600
3,caminar,train,3_2_2_A_W_resampled,3_aligned_pattern_resampled,1,1724758107,1724761171,data/input\train\slices\3_2_2_A_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_2_A_W_resampled_1.csv,3600
3,caminar,train,3_2_3_A_W_resampled,3_aligned_pattern_resampled,1,1724758107,1724761171,data/input\train\slices\3_2_3_A_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_3_A_W_resampled_1.csv,3600
3,caminar,train,3_2_4_K_W_resampled,3_aligned_pattern_resampled,1,1724758107,1724761171,data/input\train\slices\3_2_4_K_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_4_K_W_resampled_1.csv,3600
3,caminar,train,3_2_5_L_W_resampled,3_aligned_pattern_resampled,1,1724758107,1724761171,data/input\train\slices\3_2_5_L_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_5_L_W_resampled_1.csv,3600
3,caminar,train,3_2_6_E_W_resampled,3_aligned_pattern_resampled,1,1724758107,1724761171,data/input\train\slices\3_2_6_E_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_6_E_W_resampled_1.csv,3600
3,caminar,train,3_2_7_F_W_resampled,3_aligned_pattern_resampled,1,1724758107,1724761171,data/input\train\slices\3_2_7_F_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_7_F_W_resampled_1.csv,3600
3,caminar,train,3_2_8_A_W_resampled,3_aligned_pattern_resampled,1,1724758107,1724761171,data/input\train\slices\3_2_8_A_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_8_A_W_resampled_1.csv,3600
3,caminar,train,3_2_9_H_W_resampled,3_aligned_pattern_resampled,1,1724758107,1724761171,data/input\train\slices\3_2_9_H_W_resampled_1.csv,data/input\train\labels\3_aligned_pattern_resampled_1.csv,data/input\train\masks\3_2_9_H_W_resampled_1.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,1,1724921311,1724924910,data/input\train\slices\4_3_10_H_W_resampled_1.csv,data/input\train\labels\4_aligned_pattern_resampled_1.csv,data/input\train\masks\4_3_10_H_W_resampled_1.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,2a,1724923111,1724926710,data/input\train\slices\4_3_10_H_W_resampled_2a.csv,data/input\train\labels\4_aligned_pattern_resampled_2a.csv,data/input\train\masks\4_3_10_H_W_resampled_2a.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,3,1724924911,1724928510,data/input\train\slices\4_3_10_H_W_resampled_3.csv,data/input\train\labels\4_aligned_pattern_resampled_3.csv,data/input\train\masks\4_3_10_H_W_resampled_3.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,4a,1724926711,1724930310,data/input\train\slices\4_3_10_H_W_resampled_4a.csv,data/input\train\labels\4_aligned_pattern_resampled_4a.csv,data/input\train\masks\4_3_10_H_W_resampled_4a.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,5,1724928511,1724932110,data/input\train\slices\4_3_10_H_W_resampled_5.csv,data/input\train\labels\4_aligned_pattern_resampled_5.csv,data/input\train\masks\4_3_10_H_W_resampled_5.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,6a,1724930311,1724933910,data/input\train\slices\4_3_10_H_W_resampled_6a.csv,data/input\train\labels\4_aligned_pattern_resampled_6a.csv,data/input\train\masks\4_3_10_H_W_resampled_6a.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,7,1724932111,1724935710,data/input\train\slices\4_3_10_H_W_resampled_7.csv,data/input\train\labels\4_aligned_pattern_resampled_7.csv,data/input\train\masks\4_3_10_H_W_resampled_7.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,8a,1724933911,1724937510,data/input\train\slices\4_3_10_H_W_resampled_8a.csv,data/input\train\labels\4_aligned_pattern_resampled_8a.csv,data/input\train\masks\4_3_10_H_W_resampled_8a.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,9,1724935711,1724939310,data/input\train\slices\4_3_10_H_W_resampled_9.csv,data/input\train\labels\4_aligned_pattern_resampled_9.csv,data/input\train\masks\4_3_10_H_W_resampled_9.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,10a,1724937511,1724941110,data/input\train\slices\4_3_10_H_W_resampled_10a.csv,data/input\train\labels\4_aligned_pattern_resampled_10a.csv,data/input\train\masks\4_3_10_H_W_resampled_10a.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,11,1724939311,1724942910,data/input\train\slices\4_3_10_H_W_resampled_11.csv,data/input\train\labels\4_aligned_pattern_resampled_11.csv,data/input\train\masks\4_3_10_H_W_resampled_11.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,12a,1724941111,1724944710,data/input\train\slices\4_3_10_H_W_resampled_12a.csv,data/input\train\labels\4_aligned_pattern_resampled_12a.csv,data/input\train\masks\4_3_10_H_W_resampled_12a.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,13,1724942911,1724946510,data/input\train\slices\4_3_10_H_W_resampled_13.csv,data/input\train\labels\4_aligned_pattern_resampled_13.csv,data/input\train\masks\4_3_10_H_W_resampled_13.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,14a,1724944711,1724948310,data/input\train\slices\4_3_10_H_W_resampled_14a.csv,data/input\train\labels\4_aligned_pattern_resampled_14a.csv,data/input\train\masks\4_3_10_H_W_resampled_14a.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,15,1724946511,1724950110,data/input\train\slices\4_3_10_H_W_resampled_15.csv,data/input\train\labels\4_aligned_pattern_resampled_15.csv,data/input\train\masks\4_3_10_H_W_resampled_15.csv,3600
4,caminar,train,4_3_10_H_W_resampled,4_aligned_pattern_resampled,16a,1724948311,1724950923,data/input\train\slices\4_3_10_H_W_resampled_16a.csv,data/input\train\labels\4_aligned_pattern_resampled_16a.csv,data/input\train\masks\4_3_10_H_W_resampled_16a.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,1,1724921311,1724924910,data/input\train\slices\4_3_11_E_W_resampled_1.csv,data/input\train\labels\4_aligned_pattern_resampled_1.csv,data/input\train\masks\4_3_11_E_W_resampled_1.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,2a,1724923111,1724926710,data/input\train\slices\4_3_11_E_W_resampled_2a.csv,data/input\train\labels\4_aligned_pattern_resampled_2a.csv,data/input\train\masks\4_3_11_E_W_resampled_2a.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,3,1724924911,1724928510,data/input\train\slices\4_3_11_E_W_resampled_3.csv,data/input\train\labels\4_aligned_pattern_resampled_3.csv,data/input\train\masks\4_3_11_E_W_resampled_3.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,4a,1724926711,1724930310,data/input\train\slices\4_3_11_E_W_resampled_4a.csv,data/input\train\labels\4_aligned_pattern_resampled_4a.csv,data/input\train\masks\4_3_11_E_W_resampled_4a.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,5,1724928511,1724932110,data/input\train\slices\4_3_11_E_W_resampled_5.csv,data/input\train\labels\4_aligned_pattern_resampled_5.csv,data/input\train\masks\4_3_11_E_W_resampled_5.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,6a,1724930311,1724933910,data/input\train\slices\4_3_11_E_W_resampled_6a.csv,data/input\train\labels\4_aligned_pattern_resampled_6a.csv,data/input\train\masks\4_3_11_E_W_resampled_6a.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,7,1724932111,1724935710,data/input\train\slices\4_3_11_E_W_resampled_7.csv,data/input\train\labels\4_aligned_pattern_resampled_7.csv,data/input\train\masks\4_3_11_E_W_resampled_7.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,8a,1724933911,1724937510,data/input\train\slices\4_3_11_E_W_resampled_8a.csv,data/input\train\labels\4_aligned_pattern_resampled_8a.csv,data/input\train\masks\4_3_11_E_W_resampled_8a.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,9,1724935711,1724939310,data/input\train\slices\4_3_11_E_W_resampled_9.csv,data/input\train\labels\4_aligned_pattern_resampled_9.csv,data/input\train\masks\4_3_11_E_W_resampled_9.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,10a,1724937511,1724941110,data/input\train\slices\4_3_11_E_W_resampled_10a.csv,data/input\train\labels\4_aligned_pattern_resampled_10a.csv,data/input\train\masks\4_3_11_E_W_resampled_10a.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,11,1724939311,1724942910,data/input\train\slices\4_3_11_E_W_resampled_11.csv,data/input\train\labels\4_aligned_pattern_resampled_11.csv,data/input\train\masks\4_3_11_E_W_resampled_11.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,12a,1724941111,1724944710,data/input\train\slices\4_3_11_E_W_resampled_12a.csv,data/input\train\labels\4_aligned_pattern_resampled_12a.csv,data/input\train\masks\4_3_11_E_W_resampled_12a.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,13,1724942911,1724946510,data/input\train\slices\4_3_11_E_W_resampled_13.csv,data/input\train\labels\4_aligned_pattern_resampled_13.csv,data/input\train\masks\4_3_11_E_W_resampled_13.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,14a,1724944711,1724948310,data/input\train\slices\4_3_11_E_W_resampled_14a.csv,data/input\train\labels\4_aligned_pattern_resampled_14a.csv,data/input\train\masks\4_3_11_E_W_resampled_14a.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,15,1724946511,1724950110,data/input\train\slices\4_3_11_E_W_resampled_15.csv,data/input\train\labels\4_aligned_pattern_resampled_15.csv,data/input\train\masks\4_3_11_E_W_resampled_15.csv,3600
4,caminar,train,4_3_11_E_W_resampled,4_aligned_pattern_resampled,16a,1724948311,1724950923,data/input\train\slices\4_3_11_E_W_resampled_16a.csv,data/input\train\labels\4_aligned_pattern_resampled_16a.csv,data/input\train\masks\4_3_11_E_W_resampled_16a.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,1,1724921311,1724924910,data/input\train\slices\4_3_14_J_W_resampled_1.csv,data/input\train\labels\4_aligned_pattern_resampled_1.csv,data/input\train\masks\4_3_14_J_W_resampled_1.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,2a,1724923111,1724926710,data/input\train\slices\4_3_14_J_W_resampled_2a.csv,data/input\train\labels\4_aligned_pattern_resampled_2a.csv,data/input\train\masks\4_3_14_J_W_resampled_2a.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,3,1724924911,1724928510,data/input\train\slices\4_3_14_J_W_resampled_3.csv,data/input\train\labels\4_aligned_pattern_resampled_3.csv,data/input\train\masks\4_3_14_J_W_resampled_3.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,4a,1724926711,1724930310,data/input\train\slices\4_3_14_J_W_resampled_4a.csv,data/input\train\labels\4_aligned_pattern_resampled_4a.csv,data/input\train\masks\4_3_14_J_W_resampled_4a.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,5,1724928511,1724932110,data/input\train\slices\4_3_14_J_W_resampled_5.csv,data/input\train\labels\4_aligned_pattern_resampled_5.csv,data/input\train\masks\4_3_14_J_W_resampled_5.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,6a,1724930311,1724933910,data/input\train\slices\4_3_14_J_W_resampled_6a.csv,data/input\train\labels\4_aligned_pattern_resampled_6a.csv,data/input\train\masks\4_3_14_J_W_resampled_6a.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,7,1724932111,1724935710,data/input\train\slices\4_3_14_J_W_resampled_7.csv,data/input\train\labels\4_aligned_pattern_resampled_7.csv,data/input\train\masks\4_3_14_J_W_resampled_7.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,8a,1724933911,1724937510,data/input\train\slices\4_3_14_J_W_resampled_8a.csv,data/input\train\labels\4_aligned_pattern_resampled_8a.csv,data/input\train\masks\4_3_14_J_W_resampled_8a.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,9,1724935711,1724939310,data/input\train\slices\4_3_14_J_W_resampled_9.csv,data/input\train\labels\4_aligned_pattern_resampled_9.csv,data/input\train\masks\4_3_14_J_W_resampled_9.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,10a,1724937511,1724941110,data/input\train\slices\4_3_14_J_W_resampled_10a.csv,data/input\train\labels\4_aligned_pattern_resampled_10a.csv,data/input\train\masks\4_3_14_J_W_resampled_10a.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,11,1724939311,1724942910,data/input\train\slices\4_3_14_J_W_resampled_11.csv,data/input\train\labels\4_aligned_pattern_resampled_11.csv,data/input\train\masks\4_3_14_J_W_resampled_11.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,12a,1724941111,1724944710,data/input\train\slices\4_3_14_J_W_resampled_12a.csv,data/input\train\labels\4_aligned_pattern_resampled_12a.csv,data/input\train\masks\4_3_14_J_W_resampled_12a.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,13,1724942911,1724946510,data/input\train\slices\4_3_14_J_W_resampled_13.csv,data/input\train\labels\4_aligned_pattern_resampled_13.csv,data/input\train\masks\4_3_14_J_W_resampled_13.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,14a,1724944711,1724948310,data/input\train\slices\4_3_14_J_W_resampled_14a.csv,data/input\train\labels\4_aligned_pattern_resampled_14a.csv,data/input\train\masks\4_3_14_J_W_resampled_14a.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,15,1724946511,1724950110,data/input\train\slices\4_3_14_J_W_resampled_15.csv,data/input\train\labels\4_aligned_pattern_resampled_15.csv,data/input\train\masks\4_3_14_J_W_resampled_15.csv,3600
4,caminar,train,4_3_14_J_W_resampled,4_aligned_pattern_resampled,16a,1724948311,1724950913,data/input\train\slices\4_3_14_J_W_resampled_16a.csv,data/input\train\labels\4_aligned_pattern_resampled_16a.csv,data/input\train\masks\4_3_14_J_W_resampled_16a.csv,3600
4,caminar,train,4_3_15_J_W_resampled,4_aligned_pattern_resampled,1,1724921311,1724924910,data/input\train\slices\4_3_15_J_W_resampled_1.csv,data/input\train\labels\4_aligned_pattern_resampled_1.csv,data/input\train\masks\4_3_15_J_W_resampled_1.csv,3600
4,caminar,train,4_3_15_J_W_resampled,4_aligned_pattern_resampled,2a,1724923111,1724926710,data/input\train\slices\4_3_15_J_W_resampled_2a.csv,data/input\train\labels\4_aligned_pattern_resampled_2a.csv,data/input\train\masks\4_3_15_J_W_resampled_2a.csv,3600
4,caminar,train,4_3_15_J_W_resampled,4_aligned_pattern_resampled,3,1724924911,1724928510,data/input\train\slices\4_3_15_J_W_resampled_3.csv,data/input\train\labels\4_aligned_pattern_resampled_3.csv,data/input\train\masks\4_3_15_J_W_resampled_3.csv,3600
4,caminar,train,4_3_15_J_W_resampled,4_aligned_pattern_resampled,4a,1724926711,1724930310,data/input\train\slices\4_3_15_J_W_resampled_4a.csv,data/input\train\labels\4_aligned_pattern_resampled_4a.csv,data/input\train\masks\4_3_15_J_W_resampled_4a.csv,3600
4,caminar,train,4_3_15_J_W_resampled,4_aligned_pattern_resampled,5,1724928511,1724932110,data/input\train\slices\4_3_15_J_W_resampled_5.csv,data/input\train\labels\4_aligned_pattern_resampled_5.csv,data/input\train\masks\4_3_15_J_W_resampled_5.csv,3600
4,caminar,train,4_3_15_J_W_resampled,4_aligned_pattern_resampled,6a,1724930311,1724933910,data/input\train\slices\4_3_15_J_W_resampled_6a.csv,data/input\train\labels\4_aligned_pattern_resampled_6a.csv,data/input\train\masks\4_3_15_J_W_resampled_6a.csv,3600
4,caminar,train,4_3_15_J_W_resampled,4_aligned_pattern_resampled,7,1724932111,1724935710,data/input\train\slices\4_3_15_J_W_resampled_7.csv,data/input\train\labels\4_aligned_pattern_resampled_7.csv,data/input\train\masks\4_3_15_J_W_resampled_7.csv,3600
4,caminar,train,4_3_15_J_W_resampled,4_aligned_pattern_resampled,8a,1724933911,1724937510,data/input\train\slices\4_3_15_J_W_resampled_8a.csv,data/input\train\labels\4_aligned_pattern_resampled_8a.csv,data/input\train\masks\4_3_15_J_W_resampled_8a.csv,3600
4,caminar,train,4_3_15_J_W_resampled,4_aligned_pattern_resampled,9,1724935711,1724939310,data/input\train\slices\4_3_15_J_W_resampled_9.csv,data/input\train\labels\4_aligned_pattern_resampled_9.csv,data/input\train\masks\4_3_15_J_W_resampled_9.csv,3600
4,caminar,train,4_3_15_J_W_resampled,4_aligned_pattern_resampled,10a,1724937511,1724941110,data/input\train\slices\4_3_15_J_W_resampled_10a.csv,data/input\train\labels\4_aligned_pattern_resampled_10a.csv,data/input\train\masks\4_3_15_J_W_resampled_10a.csv,3600
4,caminar,train,4_3_15_J_W_resampled,4_aligned_pattern_resampled,11,1724939311,1724942910,data/input\train\slices\4_3_15_J_W_resampled_11.csv,data/input\train\labels\4_aligned_pattern_resampled_11.csv,data/input\train\masks\4_3_15_J_W_resampled_11.csv,3600
